State;Year;Mo;Day;Victim;County;Latitude;Longitude;Race;Sex;Mob;Offense;Note;2nd Name;3rd Name;;Comments;;;;;;;;;;;;;;;;;;;Source
FL;1917;6;24;Shepherd Trent;DeSoto ;27,1863;-81,8095;Blk;Male;;Attm. assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
FL;1921;2;11;Benjamin Campbell;DeSoto ;27,1863;-81,8095;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
LA;1887;6;6;M. W. Washington;DeSoto ;;;Blk;Male;;Entered girl's bedroom;;W. L. Washington;;;;;;;;;;;;;;;;;;;;;;
LA;1912;9;25;Samuel Johnson;DeSoto ;;;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
LA;1926;8;4;Johnny Norris;DeSoto ;;;Blk;Male;;Improper advances to girl;;;;;;;;;;;;;;;;;;;;;;;;
MS;1889;10;12;Robert Biggs;DeSoto ;34,8753;-89,9912;Blk;Male;;Rape;;Charles Woods;;;;;;;;;;;;;;;;;;;;;;
MS;1889;10;19;Unnamed Negro;DeSoto ;34,8753;-89,9912;Blk;Male;Blk;Rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1889;11;14;Joe Mobly;DeSoto ;34,8753;-89,9912;Blk;Male;;Mistaken identity;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1891;7;13;Samuel Gillespie;DeSoto ;34,8753;-89,9912;Blk;Male;;Aided larcenist;;;;;;;;;;;;;;;;;;;;;;;;
MS;1897;10;6;Harry Crowell;DeSoto ;34,8753;-89,9912;Blk;Male;;Miscegnation;;Henry Crower;;;;;;;;;;;;;;;;;;;;;;
MS;1898;3;6;Wm. Jones;DeSoto ;34,8753;-89,9912;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1900;3;10;Thomas Clayton;DeSoto ;34,8753;-89,9912;Blk;Male;Blk;Rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1905;8;16;Henry Young;DeSoto ;34,8753;-89,9912;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1907;7;20;Andrew Trice;DeSoto ;34,8753;-89,9912;Blk;Male;Blk;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1908;10;15;W. J. Jackson;DeSoto ;34,8753;-89,9912;Blk;Male;Blk;Theft;;;;;;;;;;;;;;;;;;;;;;;;
MS;1914;2;16;Johnson McQuirk;DeSoto ;34,8753;-89,9912;Blk;Male;;Murderous assault;;;;;;;;;;;;;;;;;;;;;;;;
MS;1914;7;14;James Bailey;DeSoto ;34,8753;-89,9912;Blk;Male;;Stealing;;Joseph Bailey;;;;;;;;;;;;;;;;;;;;;;
TN;1892;7;25;J. H. Wynne;Dickson;36,149;-87,3567;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
TN;1894;7;14;Wm. Bell;Dickson;36,149;-87,3567;Blk;Male;;Barn-burning;;Drew Bell;Wm. Drew;;;;;;;;;;;;;;;;;;;;;
GA;1890;6;2;Jesse Poke;Dodge ;32,1722;-83,1684;Blk;Male;Blk;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1892;9;6;Jesse Williams;Dodge ;32,1722;-83,1684;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1903;7;14;Edward Claus;Dodge ;32,1722;-83,1684;Blk;Male;;Assault (rape);;Harry Watson;;;;;;;;;;;;;;;;;;;;;;
GA;1906;5;14;Will Wommock;Dodge ;32,1722;-83,1684;Blk;Male;;Assault (rape);;Wm. Womack;;;;;;;;;;;;;;;;;;;;;;
GA;1908;10;11;Henry White;Dodge ;32,1722;-83,1684;Blk;Male;;Attempted murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1909;7;20;King Green;Dodge ;32,1722;-83,1684;Blk;Male;;Frightened woman;;;;;;;;;;;;;;;;;;;;;;;;
GA;1915;12;20;Samuel Bland;Dodge ;32,1722;-83,1684;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1915;12;20;Wm. Stewart;Dodge ;32,1722;-83,1684;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1885;3;29;George Rouse;Dooly ;32,1572;-83,7988;Blk;Male;;Rape & murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1892;4;10;Wm. West;Dooly ;32,1572;-83,7988;Blk;Male;Blk;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1895;11;28;Henry Sutton;Dooly ;32,1572;-83,7988;Wht;Male;;Brother of murderer;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1895;11;28;Tony Sutton;Dooly ;32,1572;-83,7988;Wht;Male;;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1897;1;6;Anthony Henderson;Dooly ;32,1572;-83,7988;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1902;9;6;Wm. Mobley;Dooly ;32,1572;-83,7988;Blk;Male;;Sexual Assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
GA;1903;10;16;Unnamed Negro;Dooly ;32,1572;-83,7988;Blk;Male;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1912;6;24;Annie Barksdale;Dooly ;32,1572;-83,7988;Blk;Fe;;Murder               ;;Ann Baston;Ann Boston;;;;;;;;;;;;;;;;;;;;;
GA;1919;9;22;Ernest Glenwood;Dooly ;32,1572;-83,7988;Blk;Male;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;
GA;1920;9;25;Unnamed Negro;Dooly ;32,1572;-83,7988;Blk;Male;;Assault;;;;;;;;;;;;;;;;;;;;;;;;
SC;1903;11;28;John Fogle;Dorchester ;33,0793;-80,4067;Blk;Male;;Attempted rape;;John Fagler;;;;;;;;;;;;;;;;;;;;;;
SC;1904;1;13;General Lee;Dorchester ;33,0793;-80,4067;Blk;Male;;Attempted burglary;;;;;;;;;;;;;;;;;;;;;;;;
SC;1906;8;23;Willie Spain;Dorchester ;33,0793;-80,4067;Blk;Male;;Attempted burglary;;;;;;;;;;;;;;;;;;;;;;;;
GA;1885;7;25;Peter Stamps;Douglas ;33,7018;-84,768;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
AR;1886;12;1;Buck Hunter;Drew;33,5894;-91,72;Blk;Male;;Assault;;;;;;;;;;;;;;;;;;;;;;;;
AR;1892;2;8;Henry Beavers;Drew;33,5894;-91,72;Blk;Male;;Assaulted woman;;;;;;;;;;;;;;;;;;;;;;;;
AR;1895;8;22;James Jones;Drew;33,5894;-91,72;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AR;1898;7;14;James Redd;Drew;33,5894;-91,72;Blk;Male;;Murder;;James Reid;;;;;;;;;;;;;;;;;;;;;;
AR;1898;7;14;Alexander Johnson;Drew;33,5894;-91,72;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AR;1905;7;5;Joe Woodman;Drew;33,5894;-91,72;Blk;Male;;Eloped with white girl;;James Woodman;;;;;;;;;;;;;;;;;;;;;;
AR;1906;7;8;Wm. Anderson;Drew;33,5894;-91,72;Blk;Male;;Robbery & Sexual assault;;;;;;;;;;;;;;;;;;;;;;;;
AR;1921;3;22;Phillip Slater;Drew;33,5894;-91,72;Blk;Male;;Assaulted woman;;;;;;;;;;;;;;;;;;;;;;;;
NC;1926;5;25;Wife of Doc. Bryant;Duplin ;34,9365;-77,933;Blk;Fe;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
NC;1926;5;25;"""Dock"" Bryant";Duplin ;34,9365;-77,933;Blk;Male;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1909;5;8;Unnamed Negro;Duval ;27,6814;-98,5089;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
FL;1919;9;8;Bowman Cook;Duval ;27,6814;-98,5089;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1919;9;8;John Morine;Duval ;27,6814;-98,5089;Blk;Male;;Murder;;John Marine;;;;;;;;;;;;;;;;;;;;;;
FL;1923;8;25;Benjamin Hart;Duval ;27,6814;-98,5089;Blk;Male;;Peeping Tom;;;;;;;;;;;;;;;;;;;;;;;;
FL;1923;12;18;Edgar Phillips;Duval ;27,6814;-98,5089;Blk;Male;;Moonshining;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1923;12;30;Gene Burman;Duval ;27,6814;-98,5089;Blk;Male;;Giving evidence;;Eugene Burnam;;;;;;;;;;;;;;;;;;;;;;
TN;1886;10;14;Matthew Washington;Dyer;36,0592;-89,4137;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
TN;1901;2;18;Fred  King;Dyer;36,0592;-89,4137;Blk;Male;;Assault (rape);;Fred Kings;;;;;;;;;;;;;;;;;;;;;;
TN;1902;10;8;Curtis Brown;Dyer;36,0592;-89,4137;Blk;Male;;Murder;;Curtis Browne;;;;;;;;;;;;;;;;;;;;;;
TN;1902;10;8;Garfield Burley;Dyer;36,0592;-89,4137;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
TN;1913;11;7;John Talley;Dyer;36,0592;-89,4137;Blk;Male;;Attempted assault (rape);;Judson Talley;;;;;;;;;;;;;;;;;;;;;;
TN;1917;12;2;Lation Scott;Dyer;36,0592;-89,4137;Blk;Male;;Rape;;Lation Jenkins;;;;;;;;;;;;;;;;;;;;;;
LA;1890;8;21;Wm. Alexander;E. Baton Rouge ;30,5383;-91,0956;Blk;Male;;Attempted rape;;Willie Alexander;;;;;;;;;;;;;;;;;;;;;;
LA;1890;11;20;Unnamed Negro;E. Baton Rouge ;30,5383;-91,0956;Blk;Unk;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;
LA;1890;6;16;George Swayze;E. Feliciana ;30,8451;-91,0455;Wht;Male;Blk;Political causes;;;;;;;;;;;;;;;;;;;;;;;;
LA;1897;5;11;Charles Jackson;E. Feliciana ;30,8451;-91,0455;Blk;Male;;Attempted train wrecking;;;;;;;;;;;;;;;;;;;;;;;;
LA;1899;10;15;James L. Smith;E. Feliciana ;30,8451;-91,0455;Wht;Male;;Desperado;;;;;;;;;;;;;;;;;;;;;;;;
LA;1906;5;6;George Whitner;E. Feliciana ;30,8451;-91,0455;Blk;Male;;Insulted white woman;Uncertain;George Whitney;;;;;;;;;;;;;;;;;;;;;;
LA;1907;4;18;Frederick Kilbourne;E. Feliciana ;30,8451;-91,0455;Blk;Male;;Attempted rape;;Fred Gray;;;;;;;;;;;;;;;;;;;;;;
GA;1885;9;18;Robert Birdsong;Early ;31,3228;-84,9037;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1896;12;31;Sidney Grist;Early ;31,3228;-84,9037;Blk;Male;;Political activity;;;;;;;;;;;;;;;;;;;;;;;;
GA;1899;7;23;Louis Sammin;Early ;31,3228;-84,9037;Blk;Male;;Robbery & rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1899;7;23;Unnamed Negro;Early ;31,3228;-84,9037;Blk;Male;;Robbery & rape;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1899;7;23;Unnamed Negro;Early ;31,3228;-84,9037;Blk;Male;;Robbery & rape;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1899;7;23;Bob Johnson;Early ;31,3228;-84,9037;Blk;Male;;Robbery & rape;;Washington Johnson;;;;;;;;;;;;;;;;;;;;;;
GA;1899;7;23;Monroe Clark;Early ;31,3228;-84,9037;Blk;Male;;Robbery & rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1899;7;25;Charles Mack;Early ;31,3228;-84,9037;Blk;Male;;Robbery & rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1899;8;3;Louis Henderson;Early ;31,3228;-84,9037;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1908;9;4;John Towns;Early ;31,3228;-84,9037;Blk;Male;;Attempted rape;;John Towne;;;;;;;;;;;;;;;;;;;;;;
GA;1909;3;2;John Fowler;Early ;31,3228;-84,9037;Blk;Male;;Assault;;Joseph Fowler;;;;;;;;;;;;;;;;;;;;;;
GA;1915;1;21;Peter Morris;Early ;31,3228;-84,9037;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1897;9;1;Ben Teott;Echols ;30,7101;-82,894;Blk;Male;;Stealing;;Ben Scott;;;;;;;;;;;;;;;;;;;;;;
NC;1886;11;13;T. C. Powell;Edgecombe ;35,9129;-77,5971;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
NC;1887;5;8;Benjamin White;Edgecombe ;35,9129;-77,5971;Blk;Male;;Criminal assault (rape);;Ben Hart;;;;;;;;;;;;;;;;;;;;;;
NC;1930;8;20;Oliver Moore;Edgecombe ;35,9129;-77,5971;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
SC;1885;9;21;O. T. Culbreath;Edgefield ;33,7722;-81,9664;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
SC;1891;12;7;Richard Lundy;Edgefield ;33,7722;-81,9664;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
SC;1894;7;12;James A. Nelson;Edgefield ;33,7722;-81,9664;Blk;Male;;To prevent evidence;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
SC;1898;10;25;James Mackey;Edgefield ;33,7722;-81,9664;Blk;Male;;Murder;;Joseph Mackey;;;;;;;;;;;;;;;;;;;;;;
SC;1898;10;25;Luther Sullivan;Edgefield ;33,7722;-81,9664;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
SC;1898;10;25;Wash Mackey;Edgefield ;33,7722;-81,9664;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
SC;1907;6;2;George Hudson;Edgefield ;33,7722;-81,9664;Blk;Male;Blk;Attempted murder;;;;;;;;;;;;;;;;;;;;;;;;
KY;1910;3;29;Charles Carroll;Edmonson;37,2088;-86,2386;Unk;Male;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;
GA;1884;5;14;Hardy Grady;Effingham ;32,3673;-81,3414;Blk;Male;;Attempted rape;;Hardy Gray;;;;;;;;;;;;;;;;;;;;;;
GA;1891;9;1;Wm. Allen;Effingham ;32,3673;-81,3414;Blk;Male;;Murder;;Henry Jones;;;;;;;;;;;;;;;;;;;;;;
GA;1920;6;21;Philip Gaithers;Effingham ;32,3673;-81,3414;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1890;6;5;George Penn;Elbert ;34,1168;-82,8401;Blk;Male;;Attempted rape;Uncertain;Geo. Pem;Geo. Penner;;;;;;;;;;;;;;;;;;;;;
GA;1901;4;25;Wm. Goolsby;Elbert ;34,1168;-82,8401;Blk;Male;;Assault (rape);;Wm. Grouslsby;;;;;;;;;;;;;;;;;;;;;;
KY;1891;5;20;John Wilcox;Elliott;38,1179;-83,0976;Wht;Male;;Rape & murder;;;;;;;;;;;;;;;;;;;;;;;;
KY;1891;5;20;Henry Wilcox;Elliott;38,1179;-83,0976;Wht;Male;;Rape & murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1898;6;17;Soloman Jackson;Elmore ;32,5966;-86,1491;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1898;6;17;Louis Spier;Elmore ;32,5966;-86,1491;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1898;6;17;Ham Thompson;Elmore ;32,5966;-86,1491;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1898;6;17;Reese Thompson;Elmore ;32,5966;-86,1491;Blk;Male;;Murder;;Camp Reese;;;;;;;;;;;;;;;;;;;;;;
AL;1899;8;20;Peter Louin;Elmore ;32,5966;-86,1491;Blk;Male;;Murderous assault;;Peter Lonin;;;;;;;;;;;;;;;;;;;;;;
AL;1899;8;20;Son of Peter Louin;Elmore ;32,5966;-86,1491;Blk;Male;;Murderous assault;;Son of P. Lonin;;;;;;;;;;;;;;;;;;;;;;
AL;1900;9;10;Zeb Floyd;Elmore ;32,5966;-86,1491;Blk;Male;;Attempted rape;;Zed Floyd;;;;;;;;;;;;;;;;;;;;;;
AL;1900;10;2;Wallace Townsend;Elmore ;32,5966;-86,1491;Blk;Male;;Attempted rape;;Winfield Thomas;Winfield Townsend;;;;;;;;;;;;;;;;;;;;;
AL;1901;7;.;Bob White;Elmore ;32,5966;-86,1491;Blk;Male;;Shot at man;;;;;;;;;;;;;;;;;;;;;;;;
AL;1912;11;10;— Berney;Elmore ;32,5966;-86,1491;Blk;Male;;Injuring girl;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
AL;1915;1;4;Ed Smith;Elmore ;32,5966;-86,1491;Blk;Male;;Murder;;Edwin Smith;;;;;;;;;;;;;;;;;;;;;;
AL;1915;1;4;Wm. Smith;Elmore ;32,5966;-86,1491;Blk;Male;;Murder;;Will Smith;;;;;;;;;;;;;;;;;;;;;;
GA;1889;11;8;James Thomas;Emanuel ;32,5897;-82,3017;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1891;9;26;Charles Mack;Emanuel ;32,5897;-82,3017;Blk;Male;;Assault (rape);;Charles Mock;;;;;;;;;;;;;;;;;;;;;;
GA;1896;10;7;Charles Williams;Emanuel ;32,5897;-82,3017;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1906;7;11;Edward Pearson;Emanuel ;32,5897;-82,3017;Blk;Male;;Hiding in girl's room;;;;;;;;;;;;;;;;;;;;;;;;
GA;1911;5;13;John McLeod;Emanuel ;32,5897;-82,3017;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1911;5;21;Benjamin Smith;Emanuel ;32,5897;-82,3017;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1912;2;18;Unnamed Negro;Escambia ;30,669;-87,363;Blk;Male;;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1899;11;21;Wesley Lawrence;Escambia ;30,669;-87,363;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
FL;1902;7;19;Unnamed Negro;Escambia ;30,669;-87,363;Blk;Male;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;
FL;1908;7;29;Leander Shaw;Escambia ;30,669;-87,363;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
FL;1909;4;5;David Alexander;Escambia ;30,669;-87,363;Blk;Male;;Murder;;Davis Alexander;;;;;;;;;;;;;;;;;;;;;;
FL;1910;6;11;Robert Matthews;Escambia ;30,669;-87,363;Blk;Male;;Attm. assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
FL;1910;11;22;Robert Matthews;Escambia ;30,669;-87,363;Blk;Male;;Attm. criminal assault;;;;;;;;;;;;;;;;;;;;;;;;
KY;1894;10;9;Alex Richardson;Estill;37,6924;-83,9643;Unk;Male;;Rape & murder;;;;;;;;;;;;;;;;;;;;;;;;
KY;1915;2;12;Houston Underwood;Estill;37,6924;-83,9643;Wht;Male;;Mistaken identity;;;;;;;;;;;;;;;;;;;;;;;;
AL;1889;5;21;Noah Dickson;Etowah ;34,0453;-86,0348;Blk;Male;;Attempted rape;;Neah Dickson;;;;;;;;;;;;;;;;;;;;;;
AL;1906;2;11;Bunk Richardson;Etowah ;34,0453;-86,0348;Blk;Male;;Rape & murder;;Bunkie Richardson;;;;;;;;;;;;;;;;;;;;;;
LA;1911;1;20;Oval Poulard;Evangeline ;30,7289;-92,4059;Blk;Male;;Murder;;Oval Poulson;;;;;;;;;;;;;;;;;;;;;;
SC;1882;6;3;Caleb Campbell;Fairfield ;34,3951;-81,1212;Blk;Male;;Criminal assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
SC;1889;6;21;Andy Caldwell;Fairfield ;34,3951;-81,1212;Blk;Male;;Assaulted woman (rape);;;;;;;;;;;;;;;;;;;;;;;;
SC;1915;6;14;Jules Smith;Fairfield ;34,3951;-81,1212;Blk;Male;;Criminal assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
GA;1898;2;13;Whit Dillard;Fannin ;34,8641;-84,3198;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AR;1884;2;20;Thoman Wilson;Faulkner;35,147;-92,332;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
AR;1895;11;3;Albert England;Faulkner;35,147;-92,332;Wht;Male;;Burglary;;;;;;;;;;;;;;;;;;;;;;;;
AR;1897;9;11;D.T. Watson;Faulkner;35,147;-92,332;Blk;Male;;Race prejudice;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
AR;1905;9;22;Frank Brown;Faulkner;35,147;-92,332;Blk;Male;;Rape & murder;;;;;;;;;;;;;;;;;;;;;;;;
TN;1895;10;16;Jefferson Ellis;Fayette;35,1971;-89,4144;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
TN;1915;4;28;Thomas Brooks;Fayette;35,1971;-89,4144;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1918;2;17;"""Bud"" Cosby";Fayette ;33,4139;-84,4943;Blk;Male;;Robbery & kidnapping;;"""Bud"" Crosby";;;;;;;;;;;;;;;;;;;;;;
KY;1887;9;3;Charles Coleman;Fleming;38,3701;-83,6966;Blk;Male;;Criminal assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
KY;1903;7;15;Wm. Thacker;Fleming;38,3701;-83,6966;Wht;Male;;Murder;;Wm. Thackson;;;;;;;;;;;;;;;;;;;;;;
KY;1920;3;29;Grant Smith;Fleming;38,3701;-83,6966;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
SC;1886;12;1;Caesar Robinson;Florence ;34,0245;-79,703;Blk;Male;;Attempted assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
SC;1898;1;27;John Belin;Florence ;34,0245;-79,703;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
SC;1898;11;12;Sam Howard;Florence ;34,0245;-79,703;Blk;Male;Blk;Cohabitation;;;;;;;;;;;;;;;;;;;;;;;;
SC;1909;1;8;Arthur Davis;Florence ;34,0245;-79,703;Blk;Male;;Injured mule;;;;;;;;;;;;;;;;;;;;;;;;
SC;1914;12;4;Wm. Green;Florence ;34,0245;-79,703;Blk;Male;;Frightened women ;;Wm. Grier;;;;;;;;;;;;;;;;;;;;;;
SC;1922;1;4;Unnamed Negro;Florence ;34,0245;-79,703;Blk;Male;;Intimate with white woman;;;;;;;;;;;;;;;;;;;;;;;;
KY;1924;10;26;Frederick Shannon;Floyd;37,5571;-82,7457;Blk;Male;;Murder;;Kid Shannon;;;;;;;;;;;;;;;;;;;;;;
GA;1890;12;2;Unnamed Negro;Floyd ;34,2632;-85,2143;Blk;Male;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1900;12;7;Bud Rufus;Floyd ;34,2632;-85,2143;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1901;1;3;George Reede;Floyd ;34,2632;-85,2143;Blk;Male;;Assault (rape);;George Read;;;;;;;;;;;;;;;;;;;;;;
GA;1902;4;1;Walter Allen;Floyd ;34,2632;-85,2143;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1890;6;1;George Stevenson;Forrest ;31,1889;-89,2579;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1895;7;26;Thomas Johnson;Forrest ;31,1889;-89,2579;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1899;9;26;Wm. Oatis;Forrest ;31,1889;-89,2579;Blk;Male;;Indecent proposal to girl;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1903;10;27;Joe Hicks;Forrest ;31,1889;-89,2579;Blk;Male;;Entered house;;Joe Johnston;;;;;;;;;;;;;;;;;;;;;;
MS;1905;8;4;Edward Lewis;Forrest ;31,1889;-89,2579;Blk;Male;;Murder;;Ed Brock;;;;;;;;;;;;;;;;;;;;;;
MS;1905;8;4;"""Kid"" George";Forrest ;31,1889;-89,2579;Blk;Male;;Murderous assault;;"""Kid"" Willis";;;;;;;;;;;;;;;;;;;;;;
MS;1921;7;23;Casey E. Jones;Forrest ;31,1889;-89,2579;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1921;3;20;Arthur Jennings;Forrest ;31,1889;-89,2579;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1928;12;26;Emanuel McCallum;Forrest ;31,1889;-89,2579;Blk;Male;;Fight with white man;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1912;9;10;Ed Collins;Forsyth ;34,2255;-84,1251;Blk;Male;;Complicity in murder;;;;;;;;;;;;;;;;;;;;;;;;
KY;1894;8;14;Marshall Boston;Franklin;38,2392;-84,8771;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
KY;1909;6;3;John Maxey;Franklin;38,2392;-84,8771;Blk;Male;;Murderous assault;;;;;;;;;;;;;;;;;;;;;;;;
TN;1882;6;18;Henry Huddleston;Franklin;35,155;-86,0922;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
TN;1901;8;25;Henry Knoles;Franklin;35,155;-86,0922;Blk;Male;;Murder;;Henry Noles;;;;;;;;;;;;;;;;;;;;;;
TN;1918;2;12;James McIllbarren;Franklin;35,155;-86,0922;Blk;Male;;Murder;;James McIllbarren;;;;;;;;;;;;;;;;;;;;;;
AL;1882;1;17;Fred Britton;Franklin ;34,4417;-87,8438;Wht;Male;;Murder;;Theodore Burton;;;;;;;;;;;;;;;;;;;;;;
AL;1888;1;27;David Dunce;Franklin ;34,4417;-87,8438;Unk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1891;3;28;El Hudson;Franklin ;34,4417;-87,8438;Blk;Male;;Arson;;Elrod Hudson;;;;;;;;;;;;;;;;;;;;;;
AL;1891;3;28;Jeff Denzmore;Franklin ;34,4417;-87,8438;Blk;Male;;Arson;;Jefferson Densmore;;;;;;;;;;;;;;;;;;;;;;
FL;1892;6;6;Wm. Kaneker;Franklin ;29,8764;-84,814;Blk;Male;;Rape;;Willie Kaneker;;;;;;;;;;;;;;;;;;;;;;
FL;1897;8;17;Unnamed Negro;Franklin ;29,8764;-84,814;Blk;Male;;In girl's bedroom;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1886;12;16;W. P. F. Sanders;Franklin ;34,3754;-83,2291;Wht;Male;;Murder;;Frank Sanders;;;;;;;;;;;;;;;;;;;;;;
GA;1904;9;18;John Ware;Franklin ;34,3754;-83,2291;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
LA;1882;11;18;N. David Lee;Franklin ;32,1333;-91,6738;Blk;Male;;Stealing;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
LA;1887;10;20;Drew Green;Franklin ;32,1333;-91,6738;Blk;Male;;Attempted assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
LA;1887;10;20;Perry King;Franklin ;32,1333;-91,6738;Blk;Male;;Attempted assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
LA;1896;8;4;Hiram Weightman;Franklin ;32,1333;-91,6738;Blk;Male;;Rape & murder;;Henry Waite;;;;;;;;;;;;;;;;;;;;;;
LA;1909;9;6;Henry Hill;Franklin ;32,1333;-91,6738;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
